SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
ALCHEM,EQ,5.1,5.1,4.75,4.9,4.95,4.9,14406,71496.75,14-NOV-2020,138,INE964B01033,
ALEMBICLTD,EQ,93.05,96.2,92.55,95.15,95.15,92.35,416211,39411880.25,14-NOV-2020,3961,INE426A01027,
ALICON,EQ,311.95,311.95,300.25,306.7,307.8,307.85,2121,647023.55,14-NOV-2020,135,INE062D01024,
ALKALI,EQ,48.7,49.65,47.65,48.05,48.5,47.65,2834,136816.35,14-NOV-2020,75,INE773I01017,
ALKEM,EQ,2699.95,2710,2690,2705.6,2707,2683.35,10167,27466421.05,14-NOV-2020,1375,INE540L01014,
ALKYLAMINE,EQ,3405,3405,3370,3388.9,3385.5,3368.9,6435,21808503.8,14-NOV-2020,1144,INE150B01021,
ALLCARGO,EQ,122.5,128.7,122.4,126.9,125.8,123.1,635250,80440417.8,14-NOV-2020,5292,INE418H01029,
ALLSEC,EQ,246,246.35,237.7,240.4,238.35,240.15,567,136377.8,14-NOV-2020,73,INE835G01018,
ALMONDZ,EQ,13,13,12.2,13,12.9,12.7,758,9826.1,14-NOV-2020,13,INE326B01027,
ALOKINDS,EQ,26.3,26.45,25.15,25.4,25.4,25.75,6978162,178874212.45,14-NOV-2020,13266,INE270A01029,
ALPA,BE,35.75,37.4,34,36.15,37,35.75,25567,916736.65,14-NOV-2020,154,INE385I01010,
ALPHAGEO,EQ,161.5,161.5,156.25,158.95,159.45,156.9,2278,361921.85,14-NOV-2020,126,INE137C01018,
AMARAJABAT,EQ,833.95,834,815,824.25,825.95,817.65,155009,128156198.4,14-NOV-2020,4385,INE885A01032,
AMBER,EQ,2332.95,2334,2301.25,2318.6,2310,2310.55,26579,61786852.2,14-NOV-2020,3276,INE371P01015,
AMBIKCO,EQ,715,715,686.6,708.9,709,705.1,2371,1666710.05,14-NOV-2020,285,INE540G01014,
AMBUJACEM,EQ,259.9,260.9,258.05,259,258.9,257.7,489361,126976243.65,14-NOV-2020,7119,INE079A01024,
AMDIND,EQ,16.05,16.05,15.3,15.9,15.9,15.5,1367,21383.95,14-NOV-2020,22,INE005I01014,
AMJLAND,EQ,22.3,23.95,22.3,23.2,22.5,22.3,36442,841858.25,14-NOV-2020,261,INE606A01024,
AMRUTANJAN,EQ,479.5,480,468.15,477.45,476.3,474.05,71140,33913275.9,14-NOV-2020,2233,INE098F01031,
ANANTRAJ,EQ,18.2,18.2,17.8,18,18,17.95,74140,1331180.5,14-NOV-2020,190,INE242C01024,
ANDHRACEMT,EQ,5.05,5.05,4.95,5,5,4.9,101859,510559.4,14-NOV-2020,218,INE666E01012,
ANDHRAPAP,EQ,191.35,194.9,186.35,192.85,193.5,192.95,3936,757802.9,14-NOV-2020,109,INE435A01028,
ANDHRSUGAR,EQ,284.9,289.05,283.75,285.35,288.8,282.1,15598,4452728.6,14-NOV-2020,426,INE715B01013,
ANGELBRKG,EQ,351,355,346.6,351.8,349.2,352.2,149447,52635641,14-NOV-2020,4612,INE732I01013,
ANIKINDS,EQ,11.25,12.5,11,12.1,12.45,11.7,9266,111694,14-NOV-2020,56,INE087B01017,
ANKITMETAL,EQ,1.1,1.1,1.05,1.1,1.1,1.1,739,805.35,14-NOV-2020,11,INE106I01010,
ANSALAPI,EQ,4.15,4.45,4.15,4.35,4.3,4.3,39693,172530.5,14-NOV-2020,41,INE436A01026,
ANSALHSG,EQ,3.85,4.25,3.85,4.1,4.1,4.05,12022,49469.95,14-NOV-2020,30,INE880B01015,
ANUP,EQ,624,624,589.05,600.3,591,597.05,8431,5100171.4,14-NOV-2020,673,INE294Z01018,
APARINDS,EQ,313.9,316.9,311.3,315.25,315,311.3,9399,2955493.05,14-NOV-2020,393,INE372A01015,
APCL,EQ,213.9,214,208.9,212.2,210,211.7,23507,4980234.15,14-NOV-2020,633,INE071F01012,
APCOTEXIND,EQ,168.35,168.9,164.3,165.45,164.4,167.15,46100,7675058.95,14-NOV-2020,1050,INE116A01032,
APEX,EQ,280.9,286,280.9,283.8,283.55,276.8,123699,35118898.45,14-NOV-2020,1981,INE346W01013,
APLAPOLLO,EQ,3325,3348,3251.2,3312.15,3281.9,3308.95,16395,54514373.05,14-NOV-2020,1296,INE702C01019,
APLLTD,EQ,994,994,982,986.2,988,978.35,56082,55361943.35,14-NOV-2020,3940,INE901L01018,
APOLLO,EQ,114,115,112.3,114.7,114.4,114.5,21597,2472987.05,14-NOV-2020,473,INE713T01010,
APOLLOHOSP,EQ,2275,2323.5,2270.05,2284.65,2280,2265.8,325596,747571555.75,14-NOV-2020,15355,INE437A01024,
APOLLOPIPE,EQ,674,679.9,658,675.05,677,653.25,99823,67380157.9,14-NOV-2020,988,INE126J01016,
APOLLOTYRE,EQ,165.7,166.4,163.8,164.65,164.05,164,522568,86355510.35,14-NOV-2020,4895,INE438A01022,
APOLSINHOT,EQ,602.95,605,588.8,601.85,603,588.15,647,388571.35,14-NOV-2020,77,INE451F01024,
APTECHT,EQ,120,122.6,119.7,121.15,120.5,119.2,146024,17706953.75,14-NOV-2020,1835,INE266F01018,
ARCHIDPLY,EQ,24.5,24.95,24.5,24.85,24.85,24.3,6438,159375.2,14-NOV-2020,104,INE877I01016,
ARCHIES,EQ,11.3,12,11.3,11.9,11.95,11.55,33580,396267.3,14-NOV-2020,136,INE731A01020,
ARCOTECH,EQ,1.9,2.05,1.9,2,2.05,2,10365,20405.6,14-NOV-2020,35,INE574I01035,
ARENTERP,EQ,10.1,10.1,10.1,10.1,10.1,9.75,33,333.3,14-NOV-2020,2,INE610C01014,
ARIES,EQ,87.75,89.75,86.1,86.7,86.55,85.65,62350,5448688.8,14-NOV-2020,616,INE298I01015,
ARIHANTSUP,EQ,22.2,23.3,22.2,22.75,23.3,22.2,1309,29671.8,14-NOV-2020,24,INE643K01018,
ARMANFIN,EQ,577.4,589.55,566.1,581.75,580.15,573.15,1797,1043590.45,14-NOV-2020,202,INE109C01017,
AROGRANITE,EQ,30.2,30.2,29,29.4,29.5,29.6,1282,37633.7,14-NOV-2020,36,INE210C01013,
ARROWGREEN,EQ,48.4,49.05,46.95,49.05,49.05,46.75,4731,230570.6,14-NOV-2020,98,INE570D01018,
ARSHIYA,EQ,13.5,13.7,13.4,13.55,13.45,13.15,2097,28372.4,14-NOV-2020,12,INE968D01022,
ARSSINFRA,EQ,12.45,12.5,12,12.3,12.1,11.95,2879,35549.8,14-NOV-2020,24,INE267I01010,
ARTEMISMED,EQ,158,160.85,156,159.1,156.5,158.85,15,2386.65,14-NOV-2020,7,INE025R01013,
ARVIND,EQ,39.8,42,39.8,41.3,41.15,39.35,3469023,142266932.05,14-NOV-2020,10621,INE034A01011,
ARVINDFASN,EQ,126.5,129.5,125,128.55,129.15,126.8,80255,10281402.15,14-NOV-2020,931,INE955V01021,
ARVSMART,EQ,88.75,88.75,87.05,88.2,87.6,87.7,15985,1406958.3,14-NOV-2020,332,INE034S01021,
ASAHIINDIA,EQ,242.7,243.75,239.9,242.25,241.75,239.7,22114,5348348.3,14-NOV-2020,690,INE439A01020,
ASAHISONG,EQ,228,232.7,227.9,231.05,232.7,226.45,11665,2686436.15,14-NOV-2020,614,INE228I01012,
ASAL,EQ,22.7,22.9,22.7,22.8,22.8,22.55,2253,51447.8,14-NOV-2020,12,INE900C01027,
ASALCBR,EQ,266.6,266.6,260.05,264.5,265.7,263.35,21530,5687527.75,14-NOV-2020,693,INE073G01016,
ASHAPURMIN,EQ,74.6,76.4,71.2,74.75,74.45,74.45,64171,4804917,14-NOV-2020,704,INE348A01023,
ASHIANA,EQ,83,83,77.5,78.8,78.55,80.15,35020,2747196.3,14-NOV-2020,460,INE365D01021,
ASHIMASYN,EQ,8,8.2,7.55,8.1,8,7.85,40549,327572.3,14-NOV-2020,97,INE440A01010,
ASHOKA,EQ,69.9,70.35,68.5,69,69,69,381034,26399676,14-NOV-2020,2430,INE442H01029,
ASHOKLEY,EQ,91.3,92.1,90.8,91.3,90.8,90.55,4411263,403699713.6,14-NOV-2020,22987,INE208A01029,
ASIANHOTNR,EQ,55.7,56,55,55.65,55.95,55.7,1436,80000.6,14-NOV-2020,33,INE363A01022,
ASIANPAINT,EQ,2192,2193.4,2180.35,2184.6,2189,2179.95,146991,321416085.95,14-NOV-2020,10611,INE021A01026,
ASIANTILES,EQ,294.9,296,292.75,294.75,293.5,292.1,26911,7933090.2,14-NOV-2020,742,INE022I01019,
ASLIND,SM,9.2,9.2,9.2,9.2,9.2,8.8,4000,36800,14-NOV-2020,1,INE617I01024,
ASPINWALL,EQ,122,122,116.25,118.4,116.35,118,387,46311.85,14-NOV-2020,30,INE991I01015,
ASTEC,EQ,1014,1030,1002,1022,1023,1027.65,104282,106482935.6,14-NOV-2020,3572,INE563J01010,
ASTERDM,EQ,161,162,158.05,159.1,159.05,161.65,94370,15064688.4,14-NOV-2020,1660,INE914M01019,
ASTRAL,EQ,1289,1304.55,1281.3,1290.15,1288,1279.25,11523,14907165.05,14-NOV-2020,1178,INE006I01046,
ASTRAMICRO,EQ,110.7,111.55,110.2,110.65,110.2,108.75,87581,9700144.35,14-NOV-2020,909,INE386C01029,
ASTRAZEN,EQ,4387,4450,4375,4426.55,4440,4331.5,26141,115632458.75,14-NOV-2020,3818,INE203A01020,
ASTRON,EQ,44.1,44.1,42.75,43.3,43.85,44.1,11572,502093,14-NOV-2020,95,INE646X01014,
ATFL,EQ,723,726.95,714.8,719.45,723.7,711.3,2257,1622879.6,14-NOV-2020,231,INE209A01019,
ATLANTA,EQ,6.8,6.8,6.2,6.5,6.5,6.4,5736,37436.1,14-NOV-2020,39,INE285H01022,
ATLASCYCLE,BE,37.9,39.65,37,38.35,38.6,37.8,6924,264223.8,14-NOV-2020,92,INE446A01025,
ATUL,EQ,6400,6410,6321.05,6374.55,6325.6,6361,3716,23720626.7,14-NOV-2020,1052,INE100A01010,
ATULAUTO,EQ,160.95,160.95,158.55,160.05,160.2,158.3,33615,5377128.95,14-NOV-2020,897,INE951D01028,
AUBANK,EQ,850,868.65,848,852.3,852,844.2,93011,79479504.05,14-NOV-2020,3012,INE949L01017,
AURIONPRO,EQ,73.65,73.65,70.6,71.8,71.5,71.45,1058,76121.5,14-NOV-2020,37,INE132H01018,
AUROPHARMA,EQ,862,863.85,846.65,852.15,850,858.1,490650,419854800.55,14-NOV-2020,13140,INE406A01037,
AUSOMENT,EQ,65.45,65.45,60.5,61.3,60.7,63.25,9734,604043.95,14-NOV-2020,174,INE218C01016,
AUTOAXLES,EQ,777.2,790,770,781.6,789.1,770.2,9457,7375960.05,14-NOV-2020,488,INE449A01011,
AUTOIND,EQ,29.2,30,28.3,29.35,29.15,28.7,10378,302885.05,14-NOV-2020,175,INE718H01014,
AUTOLITIND,EQ,18.15,18.95,18,18.6,18.45,18.65,368,6795.45,14-NOV-2020,34,INE448A01013,
AVADHSUGAR,EQ,179,179,176,177.4,177.45,178.3,9790,1741151.15,14-NOV-2020,217,INE349W01017,
AVANTIFEED,EQ,494,494,488.85,491.55,491,487.85,63264,31112239.05,14-NOV-2020,2682,INE871C01038,
AVG,SM,51,51,50.8,50.9,50.8,52.35,2400,122160,14-NOV-2020,2,INE680Z01018,
AVTNPL,EQ,43.9,44,42.2,43.55,43.1,43.05,62438,2725419.15,14-NOV-2020,413,INE488D01021,
AXISBANK,EQ,613.95,618,605.55,613.15,607.9,610.35,3211214,1975278655.35,14-NOV-2020,41992,INE238A01034,
AXISBNKETF,EQ,286.43,286.43,281.58,283.86,281.65,284.33,827,235209.78,14-NOV-2020,32,INF846K01X63,
AXISCADES,EQ,44.4,44.4,43.2,43.85,44,43.5,13395,587419.2,14-NOV-2020,112,INE555B01013,
AXISGOLD,EQ,44.3,44.99,44.28,44.62,44.58,44.28,63993,2860907.06,14-NOV-2020,1154,INF846K01W80,
AXISNIFTY,EQ,130.49,133,130.49,131.32,131,130.64,1984,261698.08,14-NOV-2020,78,INF846K01W98,
AYMSYNTEX,EQ,29.7,30,27.25,28.5,28.65,28.65,3255,93197.55,14-NOV-2020,76,INE193B01039,
BAFNAPH,BE,197.1,197.1,197.1,197.1,197.1,187.75,1953,384936.3,14-NOV-2020,25,INE878I01022,
BAGFILMS,EQ,2.4,2.45,2.4,2.4,2.4,2.4,12254,29712.75,14-NOV-2020,24,INE116D01028,
BAJAJ-AUTO,EQ,3055.65,3065,3030,3041.9,3032.8,3040.75,59697,181968491.1,14-NOV-2020,4175,INE917I01010,
BAJAJCON,EQ,182.5,182.5,180,181.85,182.25,179.45,104025,18916147.15,14-NOV-2020,1983,INE933K01021,
BAJAJELEC,EQ,544,545.9,538,541.2,542.8,541.1,43842,23746667.35,14-NOV-2020,1722,INE193E01025,
BAJAJFINSV,EQ,7350,7444,7250,7335.55,7282,7261.1,316485,2331474608.7,14-NOV-2020,25733,INE918I01018,
BAJAJHIND,EQ,4.5,4.55,4.4,4.45,4.5,4.45,547834,2453289.75,14-NOV-2020,797,INE306A01021,
BAJAJHLDNG,EQ,2719,2732.4,2699,2707.1,2706.55,2691.25,20783,56452841.95,14-NOV-2020,2346,INE118A01012,
BAJFINANCE,EQ,4400,4435,4340,4374.8,4351,4376.05,789479,3472014733.15,14-NOV-2020,41461,INE296A01024,
BALAJITELE,EQ,61.4,61.4,60.5,61,60.8,60.3,15080,919064.65,14-NOV-2020,338,INE794B01026,
BALAMINES,EQ,961.95,962.75,942.6,949.6,946.55,955.1,53020,50550692.05,14-NOV-2020,2339,INE050E01027,
BALAXI,EQ,714,744.2,675.25,712.05,730.05,708.8,2564,1813818.8,14-NOV-2020,219,INE618N01014,
BALKRISHNA,EQ,13.55,14.95,13.55,14.35,14.2,13.8,10525,151145.55,14-NOV-2020,66,INE875R01011,
BALKRISIND,EQ,1589,1591.85,1569,1581.95,1579,1589.25,70955,112298625.25,14-NOV-2020,3522,INE787D01026,
BALLARPUR,EQ,1.2,1.2,1.15,1.2,1.2,1.15,390157,461142,14-NOV-2020,166,INE294A01037,
BALMLAWRIE,EQ,101.2,102.2,101.1,101.9,101.9,100.6,82357,8391497.3,14-NOV-2020,1100,INE164A01016,
BALPHARMA,BE,57,57.5,55.5,56.75,56.6,56.75,7450,421650.9,14-NOV-2020,114,INE083D01012,
BALRAMCHIN,EQ,150.2,151.4,150.2,150.8,151,149.3,165453,24944571,14-NOV-2020,1553,INE119A01028,
BANARBEADS,EQ,52.85,56.7,52.1,53,52.75,53.15,4738,252018.45,14-NOV-2020,55,INE655B01011,
BANARISUG,EQ,1307.9,1320,1300,1307.85,1309.95,1302,123,160187.25,14-NOV-2020,12,INE459A01010,
BANCOINDIA,EQ,109.9,114.85,109,113.3,114,106.85,588054,66217386.55,14-NOV-2020,5934,INE213C01025,
BANDHANBNK,EQ,347.45,348.8,341,343.55,343.5,344.25,1108805,382827689.05,14-NOV-2020,16159,INE545U01014,
BANG,EQ,20.9,23,20.15,20.9,20.95,20.6,2137,44834.05,14-NOV-2020,45,INE863I01016,
BANKA,EQ,41,42,40.95,40.95,40.95,40,1965,81657.75,14-NOV-2020,20,INE862Y01015,
BANKBARODA,EQ,47.15,47.2,46.4,46.65,46.5,46.55,2862425,133870820.3,14-NOV-2020,10047,INE028A01039,
BANKBEES,EQ,287.5,288.89,285.69,287.13,286.84,286.43,254458,73235689.83,14-NOV-2020,3437,INF204KB15I9,
BANKINDIA,EQ,40.85,41.05,40.65,40.9,40.9,40.45,361643,14790170.55,14-NOV-2020,1872,INE084A01016,
BANSWRAS,EQ,73.9,75.7,73.45,74.25,75.5,72.1,7240,536971.5,14-NOV-2020,63,INE629D01012,
BARTRONICS,BZ,1.4,1.45,1.35,1.4,1.45,1.4,1628,2264.65,14-NOV-2020,9,INE855F01034,
BASF,EQ,1531.95,1531.95,1511.05,1518.4,1518,1506.55,10955,16652705.95,14-NOV-2020,704,INE373A01013,
BASML,EQ,94,94,89.05,89.55,90,87.65,4570,419763.3,14-NOV-2020,61,INE186H01014,
BATAINDIA,EQ,1360,1366.3,1351,1355.4,1355.5,1354.2,80550,109406765,14-NOV-2020,5027,INE176A01028,
BAYERCROP,EQ,5144,5240,5115,5206.7,5220,5092.6,6372,33051241.55,14-NOV-2020,1405,INE462A01022,
BBL,EQ,865,869.9,851.6,857.1,856.05,860.1,7446,6404877.15,14-NOV-2020,703,INE464A01028,
BBTC,EQ,1265,1280,1252.15,1257.25,1256,1256.65,16743,21119377.05,14-NOV-2020,1294,INE050A01025,
BBTCL,SM,30,34,30,32,34,30,6000,192000,14-NOV-2020,2,INE01EE01011,
BCG,EQ,5.4,5.55,5.35,5.55,5.55,5.3,2694336,14822221.85,14-NOV-2020,1145,INE425B01027,
BCP,EQ,5,5.2,4.55,4.8,4.9,4.75,34437,166488.25,14-NOV-2020,102,INE905P01028,
BDL,EQ,309,310.5,305.85,309.4,310,306.45,63043,19504406.65,14-NOV-2020,2059,INE171Z01018,
BEARDSELL,EQ,9.2,9.65,9.2,9.35,9.6,9.2,656,6138,14-NOV-2020,10,INE520H01022,
BEDMUTHA,EQ,18.9,19.1,18.5,18.7,18.5,18.2,4160,77720.35,14-NOV-2020,20,INE844K01012,
BEL,EQ,97.2,97.2,96.4,96.6,96.45,96.7,947727,91670964.6,14-NOV-2020,7768,INE263A01024,
BEML,EQ,614.8,621,614.8,618.65,619.4,609.85,58685,36271514.85,14-NOV-2020,1693,INE258A01016,
BEPL,EQ,97.6,99.65,96.55,97.05,96.55,96.8,278097,27187684.2,14-NOV-2020,2181,INE922A01025,
BERGEPAINT,EQ,647.95,653.2,647.95,651.9,651.55,649,84980,55398408.95,14-NOV-2020,3468,INE463A01038,
BETA,SM,122.5,129.9,122.5,128.25,129.7,118.9,6400,820800,14-NOV-2020,7,INE351Y01019,
BFINVEST,EQ,276.75,282.5,276.75,280.05,280.4,279.55,3135,878711.25,14-NOV-2020,152,INE878K01010,
BFUTILITIE,EQ,246.55,249.7,238.4,242.95,242.65,247.2,64990,15863385.4,14-NOV-2020,1487,INE243D01012,
BGRENERGY,EQ,34.3,34.3,32.6,33.2,33.15,32.85,17922,594952.5,14-NOV-2020,173,INE661I01014,
BHAGERIA,EQ,129.9,129.9,127.1,127.7,128,127.05,16103,2060614.9,14-NOV-2020,232,INE354C01027,
BHAGYANGR,EQ,18.35,18.4,17.75,17.8,18,18.2,404,7237.6,14-NOV-2020,11,INE458B01036,
BHAGYAPROP,EQ,22.75,23.5,22.75,22.75,22.75,22.9,51,1179.5,14-NOV-2020,7,INE363W01018,
BHANDARI,EQ,1.1,1.15,1.1,1.15,1.15,1.1,2628,2959.9,14-NOV-2020,14,INE474E01029,
BHARATFORG,EQ,486.85,487.05,482.1,484.15,484.2,481.1,189696,91868046.6,14-NOV-2020,3049,INE465A01025,
BHARATGEAR,EQ,50.55,51,49.1,49.55,49.5,49.35,5478,274469.95,14-NOV-2020,87,INE561C01019,
BHARATRAS,EQ,8807,8881,8750,8788,8788,8695.3,1355,11914307.85,14-NOV-2020,521,INE838B01013,
BHARATWIRE,EQ,22.8,23.4,22.5,23.1,23.1,22.75,9915,228298.35,14-NOV-2020,64,INE316L01019,
BHARTIARTL,EQ,487,487,479,481.5,479.9,475.75,3940508,1901746834.65,14-NOV-2020,63522,INE397D01024,
BHEL,EQ,28.25,28.5,28.15,28.3,28.35,27.95,3771670,106782061.55,14-NOV-2020,9984,INE257A01026,
BIGBLOC,BE,97.8,97.8,94.5,95.6,97.8,93.95,2749,263879.2,14-NOV-2020,40,INE412U01017,
BIL,EQ,134.2,139.8,134.2,138.85,138.8,138.35,161,22007.2,14-NOV-2020,12,INE828A01016,
BILENERGY,EQ,0.8,0.8,0.75,0.8,0.8,0.8,40773,32265.7,14-NOV-2020,74,INE607L01029,
